record_id,date,year,month,week_of_year,weekly_tourist_arrivals,mount_siguniang_search,hotel_at_mount_siguniang_search,where_is_mount_siguniang_search,mount_siguniang_weather_search,mount_siguniang_travel_guide_search,mount_siguniang_travel_search,mount_siguniang_travel_strategy_search,mount_siguniang_altitude_search,tickets_to_mount_siguniang_search,ctrip_avg_rating,ctrip_review_volume,qunar_avg_rating,qunar_review_volume,dianping_avg_rating,dianping_review_volume,max_temperature_c,min_temperature_c,tourism_revenue,avg_tourist_spending,accommodation_demand,transport_demand,hotel_capacity,transport_capacity,staff_available,attraction_capacity,resource_utilization_rate_pct,allocation_priority,management_decision
5641,2031-06-14,2031,6,24,36996,13677,992,4352,5560,277,506,3897,1844,1073,1.99,13,0.65,1,3.09,6,16.13,-0.12,15899345.09,429.76,26153,32399,18924,29124,233,51433,71.93,High,Peak-Demand Allocation
5642,2031-06-15,2031,6,24,36012,8530,763,1127,7178,161,434,5917,702,1665,2.69,8,0.0,0,3.65,9,19.16,3.31,29031944.89,806.17,15819,19047,26039,20728,632,24666,100.0,Critical,Emergency Allocation
5643,2031-06-16,2031,6,25,36736,17394,764,2878,6596,909,435,8598,2373,1391,3.9,7,0.12,0,4.14,8,14.9,2.51,36092202.73,982.48,24675,21224,7070,37378,482,54091,67.92,High,Peak-Demand Allocation
5644,2031-06-17,2031,6,25,41880,21023,884,2118,2256,865,246,7862,1430,776,5.0,7,0.87,0,3.34,4,23.53,4.22,39592792.31,945.39,20728,34880,17890,38467,710,47559,88.06,Critical,Emergency Allocation
5645,2031-06-18,2031,6,25,38563,18779,913,2665,7372,1112,1124,5137,3493,1178,1.43,3,0.19,0,3.58,10,17.28,-6.89,34260000.39,888.42,21487,21868,14433,15877,527,29080,100.0,Critical,Emergency Allocation
5646,2031-06-19,2031,6,25,19052,7793,117,1625,2913,631,355,2611,1416,1646,3.0,4,0.11,1,3.44,5,16.0,2.39,14724188.47,772.84,14240,10177,20318,9657,692,38997,48.86,Medium,Increase Resources
5647,2031-06-20,2031,6,25,23337,9374,599,2320,6576,758,843,3130,1738,1009,1.76,6,0.0,0,4.3,9,13.67,-0.26,18359127.72,786.7,15391,18440,26051,15011,406,35374,65.97,High,Peak-Demand Allocation
5648,2031-06-21,2031,6,25,29079,11641,565,2641,4176,822,240,4429,1946,1284,2.64,9,0.25,0,4.44,8,15.21,0.36,21296257.61,732.36,19444,20616,26741,39460,240,17388,100.0,Critical,Emergency Allocation
5649,2031-06-22,2031,6,25,29039,8951,643,2808,9845,105,480,515,1688,1269,3.37,1,0.9,1,5.0,8,15.05,-0.59,20790486.54,715.95,11292,19936,15762,22328,753,19391,100.0,Critical,Emergency Allocation
5650,2031-06-23,2031,6,26,32640,14605,899,3351,3860,79,524,2947,626,1150,2.51,6,1.42,0,4.71,4,14.51,-0.85,24837721.37,760.96,17205,15213,16044,11353,269,33397,97.73,Critical,Emergency Allocation
5651,2031-06-24,2031,6,26,38141,15752,177,945,4756,896,911,5201,2006,949,1.88,4,0.14,0,4.64,9,11.43,-0.28,31406004.97,823.42,15687,21547,6669,34239,291,27412,100.0,Critical,Emergency Allocation
5652,2031-06-25,2031,6,26,28341,9293,296,2453,5140,762,667,1457,2311,1982,1.7,8,1.2,0,2.6,8,12.79,2.08,15144469.87,534.37,20952,15700,12345,13437,638,57510,49.28,Medium,Increase Resources
5653,2031-06-26,2031,6,26,39271,16943,478,2396,4385,1099,354,4627,1702,1690,2.9,7,0.82,0,3.57,7,16.73,2.05,26221335.47,667.7,17327,19289,26964,17859,753,15498,100.0,Critical,Emergency Allocation
5654,2031-06-27,2031,6,26,32520,16250,708,2475,2992,1267,532,2973,1742,1113,4.88,5,0.36,0,3.47,9,12.39,-4.74,22867624.37,703.19,18442,29052,11726,19773,661,28025,100.0,Critical,Emergency Allocation
5655,2031-06-28,2031,6,26,33578,12151,893,2541,8720,511,843,2810,1663,931,2.19,4,0.97,0,3.3,7,18.52,-0.24,27488209.46,818.64,13271,29091,14796,34835,318,52305,64.2,Medium,Increase Resources
5656,2031-06-29,2031,6,26,25743,13389,1112,1793,3620,487,808,4617,1285,1240,2.81,5,0.64,1,4.48,4,18.18,-3.86,19584766.98,760.78,13540,13978,19782,22990,524,58652,43.89,Medium,Increase Resources
5657,2031-06-30,2031,6,27,25207,7091,570,1168,3521,130,426,6078,1423,1837,1.03,8,0.26,0,3.31,3,10.95,-1.55,20091280.59,797.05,17460,17519,6269,17822,289,45400,55.52,Medium,Increase Resources
5658,2031-07-01,2031,7,27,27995,12675,878,2652,4453,781,245,3575,3016,1171,3.34,6,0.0,0,3.63,4,10.7,-1.79,17368717.95,620.42,20126,17817,25691,9421,411,37362,74.93,High,Peak-Demand Allocation
5659,2031-07-02,2031,7,27,33281,13787,840,1607,4964,0,423,5711,2212,1457,2.41,1,1.25,1,3.34,9,7.78,-0.29,22322526.98,670.73,18893,28062,10394,17883,528,43692,76.17,High,Peak-Demand Allocation
5660,2031-07-03,2031,7,27,31281,14274,788,2779,3349,249,710,4120,2479,693,3.55,4,0.0,0,3.39,3,19.35,-6.39,19919455.78,636.79,23332,23555,21013,16469,191,26658,100.0,Critical,Emergency Allocation
5661,2031-07-04,2031,7,27,36333,14932,625,1625,6264,691,170,1891,1449,1215,2.63,6,1.04,1,3.64,3,12.48,-1.3,32804475.8,902.88,22211,22561,17285,14628,249,22903,100.0,Critical,Emergency Allocation
5662,2031-07-05,2031,7,27,28332,14384,515,2995,4788,346,513,5213,2543,1638,2.0,3,0.58,0,5.0,4,11.85,-2.55,26181154.6,924.08,14709,24133,17262,15319,560,44101,64.24,Medium,Increase Resources
5663,2031-07-06,2031,7,27,29549,12526,324,2344,4515,555,279,5496,2690,1413,2.6,2,1.23,0,4.41,6,12.15,-0.38,14968837.51,506.58,11452,22957,17345,8221,132,59860,49.36,Medium,Increase Resources
5664,2031-07-07,2031,7,28,31882,14376,300,2388,5449,493,436,4095,1526,1519,1.24,4,0.4,0,4.52,4,13.36,-4.81,18229090.47,571.77,13569,16161,9366,34389,632,34637,92.05,Critical,Emergency Allocation
5665,2031-07-08,2031,7,28,32979,16804,710,2150,2882,171,651,1555,3723,910,3.89,11,0.35,0,4.0,6,7.44,-2.02,25250197.05,765.64,16760,26296,28078,11390,359,54732,60.26,Medium,Increase Resources
5666,2031-07-09,2031,7,28,27166,12885,593,1998,3322,0,520,1222,1085,779,2.82,1,0.34,0,5.0,4,13.05,-6.99,14040322.47,516.83,9795,20577,6021,38771,395,16421,100.0,Critical,Emergency Allocation
5667,2031-07-10,2031,7,28,35147,14254,487,2130,4301,794,683,4119,897,1385,0.92,3,0.14,0,3.51,5,14.52,-6.52,23307272.43,663.14,17950,27970,12777,16594,513,52027,67.56,High,Peak-Demand Allocation
5668,2031-07-11,2031,7,28,30022,12414,785,3317,5981,481,795,4086,1150,684,1.94,3,0.67,0,5.0,8,11.78,-3.86,23755121.59,791.26,15686,25754,21887,10804,122,17413,100.0,Critical,Emergency Allocation
5669,2031-07-12,2031,7,28,27176,10725,538,993,3834,657,1342,4412,1397,1557,0.92,2,0.0,0,5.0,4,11.49,-7.22,18017246.32,662.98,19095,15744,16324,35360,756,49005,55.46,Medium,Increase Resources
5670,2031-07-13,2031,7,28,31809,14742,333,1731,3668,512,717,515,2289,1354,0.22,5,0.0,1,5.0,3,8.05,-3.69,21834953.92,686.44,18953,17101,27647,18138,427,58221,54.63,Medium,Increase Resources
5671,2031-07-14,2031,7,29,23783,10891,510,3165,912,500,645,1992,1205,1716,0.96,5,0.24,0,4.1,6,13.85,-11.45,18781987.45,789.72,11081,16029,29034,36723,474,20461,100.0,Critical,Emergency Allocation
5672,2031-07-15,2031,7,29,34320,14110,809,2948,2922,579,365,2402,252,743,3.29,5,1.33,1,3.7,4,11.29,-5.49,21172926.65,616.93,24272,16309,8416,18747,266,57734,59.45,Medium,Increase Resources
5673,2031-07-16,2031,7,29,26654,12781,288,3378,1165,449,701,4843,1274,543,2.04,2,1.58,0,2.9,2,7.83,-5.63,22665585.19,850.36,11096,16970,8431,37454,347,47745,55.83,Medium,Increase Resources
5674,2031-07-17,2031,7,29,13026,11542,629,2171,1580,392,844,3235,1439,1194,3.16,1,0.88,0,2.43,7,10.85,-7.14,9201769.34,706.42,9003,7257,13734,20589,779,38597,33.75,Low,Normal Allocation
5675,2031-07-18,2031,7,29,18590,11382,550,1086,4727,153,348,4878,1959,1018,2.61,6,0.8,0,5.0,2,12.43,-3.83,12928472.76,695.45,9175,11135,25268,32121,354,17206,100.0,Critical,Emergency Allocation
5676,2031-07-19,2031,7,29,31070,10676,348,1249,10009,1368,369,1665,252,524,2.74,5,0.26,0,4.39,2,5.76,-5.67,25777547.85,829.66,17137,17250,20726,14672,605,22976,100.0,Critical,Emergency Allocation
5677,2031-07-20,2031,7,29,24962,6619,474,1922,4352,847,345,515,1393,1217,3.16,3,0.7,0,5.0,5,12.27,-7.83,17873456.09,716.03,17449,13133,29535,14390,306,29676,84.12,High,Peak-Demand Allocation
5678,2031-07-21,2031,7,30,27231,13645,112,2808,4568,1011,193,4352,1585,1590,3.89,3,0.3,0,3.58,4,8.86,-8.65,16290873.9,598.25,16101,21654,17505,9621,300,22210,100.0,Critical,Emergency Allocation
5679,2031-07-22,2031,7,30,32134,13041,578,1930,2567,927,476,2727,1650,1594,0.53,6,0.69,0,3.67,6,9.42,-6.89,19290790.45,600.32,21285,24475,28941,17169,735,25861,100.0,Critical,Emergency Allocation
5680,2031-07-23,2031,7,30,19448,15130,161,1849,2016,380,179,3107,2140,839,5.0,7,0.51,0,3.77,4,6.15,-7.32,16882130.39,868.07,14275,11699,13527,25704,709,34367,56.59,Medium,Increase Resources
5681,2031-07-24,2031,7,30,21692,10223,839,2454,7571,409,449,1137,885,362,4.37,0,0.88,0,2.2,5,2.94,-8.0,17353855.25,800.01,13227,18301,25276,26391,218,53636,40.44,Medium,Increase Resources
5682,2031-07-25,2031,7,30,36418,18643,508,2125,2388,468,538,3180,1471,604,1.06,2,0.26,0,3.56,2,8.88,-5.7,25452044.57,698.89,17170,21705,11685,26075,442,44175,82.44,High,Peak-Demand Allocation
5683,2031-07-26,2031,7,30,18616,10608,369,1713,912,335,525,3260,1625,477,2.14,3,0.0,0,3.24,5,4.94,-10.84,9862095.61,529.76,13289,11871,26956,27378,360,54163,34.37,Low,Normal Allocation
5684,2031-07-27,2031,7,30,23399,8801,850,1222,4215,764,350,2947,1338,532,3.19,2,2.67,1,3.53,4,3.42,-8.73,13175994.61,563.1,15150,11921,15000,18042,539,36616,63.9,Medium,Increase Resources
5685,2031-07-28,2031,7,31,26888,8315,232,2863,2968,167,114,3891,1847,927,4.64,1,0.16,0,4.32,4,4.64,-3.55,20931855.2,778.48,19834,21608,14329,36857,468,47847,56.2,Medium,Increase Resources
5686,2031-07-29,2031,7,31,21821,6220,307,2935,4782,73,719,4042,825,497,2.79,6,0.67,0,2.75,4,9.3,-9.23,12219398.63,559.98,11311,16625,6658,10707,575,16561,100.0,Critical,Emergency Allocation
5687,2031-07-30,2031,7,31,31786,17014,0,1131,6500,0,58,4726,1875,148,5.0,6,0.0,0,3.09,6,9.73,-10.65,23647772.55,743.97,15455,19976,28789,11330,275,35885,88.58,Critical,Emergency Allocation
5688,2031-07-31,2031,7,31,37119,16379,874,1674,4311,323,469,2914,1320,430,4.74,3,0.65,0,4.54,5,10.25,-9.57,25236051.62,679.87,21538,30038,24269,14533,534,18165,100.0,Critical,Emergency Allocation
5689,2031-08-01,2031,8,31,26550,13613,1028,2569,4024,266,766,5317,2072,1395,2.83,4,0.43,0,2.34,2,9.57,-10.73,16684396.71,628.41,13788,20822,29047,9495,142,16909,100.0,Critical,Emergency Allocation
5690,2031-08-02,2031,8,31,22771,8305,31,1021,4772,210,456,831,2348,1092,2.7,7,0.0,0,4.76,5,4.24,-10.42,17153766.95,753.32,9677,20107,16626,32205,760,33537,67.9,High,Peak-Demand Allocation
5691,2031-08-03,2031,8,31,35055,17712,267,2285,8423,451,713,4132,2124,371,0.0,4,0.29,0,3.43,4,3.33,-8.29,17526303.16,499.97,12855,30491,20323,26419,715,26222,100.0,Critical,Emergency Allocation
5692,2031-08-04,2031,8,32,24669,10074,510,1683,7626,8,540,2768,481,996,0.82,4,0.82,0,3.95,1,7.53,-9.37,15035068.38,609.47,10990,12634,23410,39165,590,42601,57.91,Medium,Increase Resources
5693,2031-08-05,2031,8,32,22087,10296,342,945,2926,671,118,2515,965,781,3.17,3,0.29,0,3.29,1,6.86,-15.87,16918826.76,766.01,15681,17753,13383,21806,577,54071,40.85,Medium,Increase Resources
5694,2031-08-06,2031,8,32,33414,16201,474,3445,5174,23,709,1982,1614,660,1.35,1,0.71,0,3.45,2,7.57,-6.83,22808843.6,682.61,16354,18345,21952,14749,246,23972,100.0,Critical,Emergency Allocation
5695,2031-08-07,2031,8,32,31561,13411,446,1631,6651,0,287,3447,1172,642,1.88,3,0.87,0,3.89,3,7.09,-11.51,22294328.98,706.39,17784,15636,16085,37635,622,25985,100.0,Critical,Emergency Allocation
5696,2031-08-08,2031,8,32,45737,18744,589,2354,4655,172,319,5384,950,1298,3.1,3,0.98,0,4.87,2,5.17,-12.86,22678558.22,495.85,21611,27843,26330,18816,671,29346,100.0,Critical,Emergency Allocation
5697,2031-08-09,2031,8,32,17831,11846,202,945,3259,344,560,4555,2052,393,1.81,5,0.6,0,3.67,4,7.55,-9.84,12767876.77,716.05,8611,14018,16080,8956,512,34358,51.9,Medium,Increase Resources
5698,2031-08-10,2031,8,32,20853,9522,521,3202,2454,689,198,3907,593,822,2.88,1,0.0,0,3.21,5,5.0,-7.24,9492769.88,455.22,9126,9483,28996,21846,628,53491,38.98,Low,Normal Allocation
5699,2031-08-11,2031,8,33,18910,8707,150,3525,3499,357,609,2320,252,552,1.66,5,0.0,0,3.87,3,7.65,-9.26,13590733.43,718.71,13292,13657,15126,18600,197,55440,34.11,Low,Normal Allocation
5700,2031-08-12,2031,8,33,9059,6220,344,945,1242,0,492,4959,654,228,2.63,3,0.48,0,3.66,4,2.36,-12.2,6792129.64,749.77,6551,6763,27683,29254,554,29805,30.39,Low,Normal Allocation
5701,2031-08-13,2031,8,33,21440,9750,0,1705,4878,545,760,3112,1631,1137,3.87,4,0.88,0,3.87,5,0.1,-11.04,10230318.06,477.16,7844,11175,17415,31257,707,35557,60.3,Medium,Increase Resources
5702,2031-08-14,2031,8,33,29542,14671,338,2962,5744,534,645,883,2450,1229,0.0,9,0.0,0,4.03,2,3.47,-12.3,25512396.45,863.6,11999,23965,18762,22333,573,53930,54.78,Medium,Increase Resources
5703,2031-08-15,2031,8,33,22172,12701,288,1423,2499,163,344,1211,2736,748,2.8,1,0.0,0,2.61,5,3.37,-16.01,18378982.11,828.93,15491,17269,10023,29759,725,24071,92.11,Critical,Emergency Allocation
5704,2031-08-16,2031,8,33,16356,10617,709,2157,2376,421,294,4837,1149,1068,1.05,4,0.79,0,3.9,6,2.51,-14.55,11026928.4,674.18,10210,11586,8585,18683,161,41385,39.52,Low,Normal Allocation
5705,2031-08-17,2031,8,33,17793,7006,424,945,1260,860,222,4077,611,503,3.83,5,0.13,0,3.37,8,0.37,-16.86,12056192.58,677.58,12763,8537,11497,32565,265,18908,94.1,Critical,Emergency Allocation
5706,2031-08-18,2031,8,34,23312,11225,472,1116,3977,51,324,4262,1342,995,2.67,4,0.01,1,2.88,6,2.67,-6.41,16443864.81,705.38,11236,11474,8118,38920,651,16585,100.0,Critical,Emergency Allocation
5707,2031-08-19,2031,8,34,16791,13920,428,2034,3092,685,178,2578,1431,677,0.59,2,0.33,0,2.42,3,0.6,-15.14,10573618.72,629.72,8435,12565,12867,27252,318,46257,36.3,Low,Normal Allocation
5708,2031-08-20,2031,8,34,6435,11827,0,1263,912,788,305,1039,252,391,1.58,1,0.85,0,2.84,5,0.61,-12.53,3382885.23,525.7,4648,3446,15119,28537,172,23097,27.86,Low,Normal Allocation
5709,2031-08-21,2031,8,34,24143,10849,0,1447,8309,403,92,515,252,628,1.58,2,0.92,0,3.87,6,0.68,-11.32,13332690.76,552.24,9570,12169,13431,38252,339,51024,47.32,Medium,Increase Resources
5710,2031-08-22,2031,8,34,21773,7423,335,945,912,0,153,1024,320,672,2.33,3,0.0,0,3.08,2,-1.1,-13.53,11978508.76,550.15,14544,10755,28545,8780,468,19400,100.0,Critical,Emergency Allocation
5711,2031-08-23,2031,8,34,15205,13195,499,2288,912,791,665,515,2198,860,1.47,0,0.0,0,4.05,1,1.79,-12.55,9913317.8,651.98,10487,8272,14265,32615,710,53680,28.33,Low,Normal Allocation
5712,2031-08-24,2031,8,34,15822,6220,352,945,4684,651,67,5726,1081,61,2.45,3,0.0,0,5.0,5,3.46,-15.32,9644059.7,609.53,9741,12486,9201,33936,193,21196,74.65,High,Peak-Demand Allocation
5713,2031-08-25,2031,8,35,23741,11398,173,3021,4153,518,44,1379,856,491,1.99,3,0.79,0,2.46,2,-0.63,-12.62,19681447.42,829.01,8405,15448,16576,19536,654,30440,77.99,High,Peak-Demand Allocation
5714,2031-08-26,2031,8,35,22054,19005,344,1121,1663,305,196,1361,1634,1138,0.94,1,1.13,0,3.8,1,5.04,-16.74,15307856.82,694.11,12303,11287,21063,32589,323,24102,91.5,Critical,Emergency Allocation
5715,2031-08-27,2031,8,35,12738,6220,317,2373,1525,724,654,1330,2057,605,3.16,4,0.6,0,4.6,2,-0.29,-15.49,7783265.62,611.03,9072,8520,17213,19126,298,39812,32.0,Low,Normal Allocation
5716,2031-08-28,2031,8,35,11682,9068,624,2279,3730,18,144,515,680,132,4.71,3,1.04,0,4.63,5,1.54,-12.29,8448300.96,723.19,7267,5568,11708,31246,345,46331,25.21,Low,Normal Allocation
5717,2031-08-29,2031,8,35,23466,9839,605,945,3566,613,280,515,1334,1043,1.93,2,0.24,1,3.6,4,-0.33,-16.15,15239395.62,649.42,9082,16163,26627,28348,740,36962,63.49,Medium,Increase Resources
5718,2031-08-30,2031,8,35,11055,8203,245,1175,1598,197,407,4548,1393,868,1.68,3,0.82,0,3.23,4,-1.1,-12.93,6688878.02,605.05,4657,6802,13635,25271,285,52182,21.19,Low,Normal Allocation
5719,2031-08-31,2031,8,35,27319,13405,384,1267,4635,0,459,4789,1872,315,2.6,7,0.0,0,4.19,7,-0.05,-17.3,15964403.96,584.37,14402,20505,21163,33337,708,45179,60.47,Medium,Increase Resources
5720,2031-09-01,2031,9,36,16895,11388,472,1316,3856,0,317,3877,1207,87,2.69,0,0.68,0,3.47,6,-0.68,-10.54,9038217.43,534.96,8320,9425,14760,24006,515,28759,58.75,Medium,Increase Resources
5721,2031-09-02,2031,9,36,24788,10226,511,945,5214,441,424,2847,252,904,1.85,1,0.87,0,4.27,2,0.69,-11.15,15348729.75,619.2,10811,21291,12164,38659,417,15911,100.0,Critical,Emergency Allocation
5722,2031-09-03,2031,9,36,23809,12443,853,2084,2700,375,548,515,1182,468,0.85,6,1.0,0,3.92,5,1.61,-15.66,17088868.43,717.75,16153,19871,18471,34959,769,19113,100.0,Critical,Emergency Allocation
5723,2031-09-04,2031,9,36,18159,9671,380,1037,4231,449,50,3979,1456,61,0.97,1,0.99,0,3.93,0,5.67,-12.42,7251356.2,399.33,7662,13579,23647,39094,286,58863,30.85,Low,Normal Allocation
5724,2031-09-05,2031,9,36,29657,20704,712,1518,2344,163,182,2043,1091,123,1.66,1,0.08,0,3.85,10,1.45,-15.06,17679033.27,596.12,20087,24526,22778,12657,395,59523,49.82,Medium,Increase Resources
5725,2031-09-06,2031,9,36,24914,10067,58,2463,3713,363,145,2824,679,454,3.76,1,1.2,0,3.48,2,0.86,-17.3,18530297.4,743.77,12747,12966,16070,28786,787,40611,61.35,Medium,Increase Resources
5726,2031-09-07,2031,9,36,11927,10184,202,2086,3367,505,246,2449,252,1319,1.93,4,0.93,0,3.03,2,-0.16,-12.17,9715264.19,814.56,6176,9750,6485,22267,196,40414,29.51,Low,Normal Allocation
5727,2031-09-08,2031,9,37,15586,6220,0,1065,4234,1110,599,3159,2011,884,1.21,2,0.0,0,4.41,3,-1.1,-17.3,13226301.49,848.6,10288,10408,24078,10701,638,54725,28.48,Low,Normal Allocation
5728,2031-09-09,2031,9,37,17427,7530,419,2471,3627,144,538,3440,1708,61,1.18,1,0.59,1,3.09,5,1.02,-16.59,12302047.5,705.92,10113,12581,17428,26131,526,48698,35.79,Low,Normal Allocation
5729,2031-09-10,2031,9,37,19087,13416,556,2146,912,638,303,1750,1188,302,2.03,3,1.37,0,3.3,2,-1.1,-17.3,12046306.32,631.13,10166,9109,26501,8772,347,28200,67.68,High,Peak-Demand Allocation
5730,2031-09-11,2031,9,37,11738,6220,0,974,1536,503,497,3521,385,1162,2.35,4,1.17,0,2.69,6,0.05,-12.91,8011805.12,682.55,8313,9862,29760,23656,236,26210,44.78,Medium,Increase Resources
5731,2031-09-12,2031,9,37,18624,6220,423,1131,2800,317,784,1502,1668,122,1.66,2,0.0,0,2.57,4,-1.05,-16.39,12991232.94,697.55,11362,16030,24795,21115,547,37926,49.11,Medium,Increase Resources
5732,2031-09-13,2031,9,37,17931,9423,538,2412,3477,0,43,3452,726,869,4.12,1,0.04,0,3.81,5,-1.1,-16.93,10912813.32,608.6,11842,16049,21755,31404,600,50479,35.52,Low,Normal Allocation
5733,2031-09-14,2031,9,37,28455,14080,520,2218,4110,757,169,3479,252,233,4.39,4,0.56,0,4.56,6,-1.0,-16.03,15759693.22,553.85,10963,20217,29675,33440,703,39285,72.43,High,Peak-Demand Allocation
5734,2031-09-15,2031,9,38,24252,9404,31,945,3601,356,255,515,1817,421,2.0,0,0.0,0,4.71,7,-1.1,-12.2,10936264.39,450.94,13455,10985,9992,14321,421,21350,100.0,Critical,Emergency Allocation
5735,2031-09-16,2031,9,38,10775,8054,581,945,1334,60,396,1957,252,61,1.55,3,0.0,0,3.99,8,1.23,-13.79,6604489.96,612.95,5244,8439,28317,13778,754,50943,21.15,Low,Normal Allocation
5736,2031-09-17,2031,9,38,17834,6220,365,2132,4244,0,425,515,950,456,1.9,2,0.18,0,3.94,3,1.69,-12.11,12878349.64,722.12,11192,11919,25123,14576,432,46361,38.47,Low,Normal Allocation
5737,2031-09-18,2031,9,38,15562,10767,527,945,1126,355,77,515,1706,447,2.6,1,1.17,0,4.87,0,0.72,-17.3,6823316.46,438.46,11123,13097,17953,24250,437,41167,37.8,Low,Normal Allocation
5738,2031-09-19,2031,9,38,25249,11477,325,2217,4846,0,348,1970,1238,412,1.39,2,0.13,0,4.79,3,-1.1,-13.93,20201285.75,800.08,13617,21000,20205,36705,200,59007,42.79,Medium,Increase Resources
5739,2031-09-20,2031,9,38,23324,6220,465,3174,4957,61,494,1660,1646,1359,1.47,0,0.39,0,2.91,4,0.49,-17.3,16394613.03,702.91,8618,19794,22489,27513,491,48445,48.15,Medium,Increase Resources
5740,2031-09-21,2031,9,38,16251,13095,668,1842,2537,52,38,1469,1924,897,0.48,5,0.84,0,2.51,5,-1.1,-17.3,7030907.7,432.64,5911,10993,8575,11500,211,53625,30.3,Low,Normal Allocation
5741,2031-09-22,2031,9,39,18566,11787,299,945,1381,274,339,2840,398,218,1.9,3,0.6,0,4.13,4,-0.49,-17.3,15540997.8,837.07,11189,8778,10650,20672,326,51859,35.8,Low,Normal Allocation
5742,2031-09-23,2031,9,39,16741,13054,435,1668,1287,467,170,1281,1113,170,1.46,2,0.7,0,3.39,2,2.16,-17.3,12700302.72,758.63,9550,12664,25780,30962,460,51687,32.39,Low,Normal Allocation
5743,2031-09-24,2031,9,39,17900,11118,705,2395,912,144,0,515,1066,887,2.08,2,0.69,0,2.99,4,-0.19,-17.3,12562150.36,701.8,11803,8077,16882,13355,310,56236,31.83,Low,Normal Allocation
5744,2031-09-25,2031,9,39,10469,11350,317,1597,912,180,519,515,1032,114,1.0,1,0.0,0,4.42,4,4.29,-11.76,5757655.29,549.97,7206,5040,23660,21227,546,15437,67.82,High,Peak-Demand Allocation
5745,2031-09-26,2031,9,39,22873,10873,38,1921,2197,292,405,515,1607,373,2.41,0,0.0,0,4.28,4,1.52,-17.3,18296658.34,799.92,10300,16293,29156,13289,754,57661,39.67,Low,Normal Allocation
5746,2031-09-27,2031,9,39,16413,12079,542,945,1511,0,105,515,1583,965,1.82,2,0.0,0,2.03,1,-1.1,-17.3,12672450.11,772.1,9125,12865,19797,26885,692,39005,42.08,Medium,Increase Resources
5747,2031-09-28,2031,9,39,16326,6220,754,945,912,47,503,704,1854,381,3.67,1,1.45,0,4.04,3,-1.1,-17.3,8712961.43,533.69,12060,7814,25003,29364,238,53179,30.7,Low,Normal Allocation
5748,2031-09-29,2031,9,40,21047,6220,712,2274,1639,88,768,3945,354,275,0.85,2,0.76,0,4.29,3,-1.1,-15.1,9859052.98,468.43,8508,11419,16616,35173,323,32802,64.16,Medium,Increase Resources
5749,2031-09-30,2031,9,40,10602,6439,551,945,2674,352,324,2073,1331,271,3.75,2,0.11,0,3.37,4,-1.1,-17.3,6742887.1,636.0,5753,8711,16749,34068,564,48865,21.7,Low,Normal Allocation
5750,2031-10-01,2031,10,40,18090,8555,0,945,1894,814,0,515,289,199,2.82,2,0.46,0,3.91,1,-0.31,-17.03,14261286.76,788.35,6613,10739,8521,37143,348,15291,100.0,Critical,Emergency Allocation
5751,2031-10-02,2031,10,40,23284,10363,172,1241,912,0,234,3072,1412,973,1.35,2,0.54,0,3.16,4,-1.1,-15.68,13652645.95,586.35,15668,12572,19239,28714,464,57121,40.76,Medium,Increase Resources
5752,2031-10-03,2031,10,40,1414,10138,186,1767,912,334,0,3016,2317,622,2.32,7,1.31,0,3.27,6,-1.1,-17.3,939879.54,664.7,559,1263,22400,27880,553,44388,3.19,Low,Normal Allocation
5753,2031-10-04,2031,10,40,27293,12910,363,2400,4562,170,274,1160,2227,436,3.61,2,0.28,0,4.0,6,-1.1,-14.57,19619964.11,718.86,17941,20856,15295,26128,338,48471,56.31,Medium,Increase Resources
5754,2031-10-05,2031,10,40,21393,13020,823,2899,2429,191,215,3732,252,482,2.96,2,0.0,0,3.74,6,-1.1,-17.3,16736528.51,782.34,7863,15254,7633,30900,451,59584,35.9,Low,Normal Allocation
5755,2031-10-06,2031,10,41,13280,6220,48,1572,3078,79,472,3369,260,832,2.09,1,0.54,0,2.37,3,2.91,-17.3,6852186.22,515.98,7956,7612,16799,21591,582,22331,59.47,Medium,Increase Resources
5756,2031-10-07,2031,10,41,13506,9839,978,2061,2827,650,169,1349,1418,346,1.49,2,0.25,0,3.56,1,-1.1,-17.3,6487442.48,480.34,6672,7217,27236,27360,237,39228,34.43,Low,Normal Allocation
5757,2031-10-08,2031,10,41,15573,6220,243,1604,3399,0,497,1747,671,547,0.27,3,1.17,0,4.88,2,-1.1,-11.71,8833994.96,567.26,8724,11382,16798,9249,493,17622,88.37,Critical,Emergency Allocation
5758,2031-10-09,2031,10,41,17565,8354,136,1803,2939,0,125,1295,2039,175,1.74,3,0.0,0,4.82,4,1.85,-15.39,8931354.13,508.47,8587,12936,19246,16920,234,35665,49.25,Medium,Increase Resources
5759,2031-10-10,2031,10,41,23008,10145,588,1345,2686,633,275,2639,1667,1177,2.38,0,0.0,0,3.03,1,-0.16,-17.3,12407369.03,539.26,15107,10617,28418,17457,538,32637,70.5,High,Peak-Demand Allocation
5760,2031-10-11,2031,10,41,16335,6220,610,1834,3886,660,0,515,1479,719,1.39,4,1.0,0,3.44,4,2.98,-16.88,13080020.09,800.74,11440,10403,23672,28727,596,39344,41.52,Medium,Increase Resources
5761,2031-10-12,2031,10,41,21163,17475,534,945,4276,869,67,3250,313,61,0.0,3,0.04,0,4.91,1,-1.1,-15.62,11908401.8,562.7,13120,18291,9426,24888,536,43376,48.79,Medium,Increase Resources
